"date","time","slot","pillar","angle","title","audience","risk","timing","reserve","evidenceTerms","searchTerms","authority","occurrence","curationStatus"
"2027-04-24","21:00","5","education_children","audience","Recognising foreign school records for families and students","families and students","medium","evergreen","none","matrículas | Portal das Matrículas | educação","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Direção-Geral da Educação, DGES, gov.pt, or Diário da República","4","annual_candidate"
"2027-04-25","08:30","1","employment","foundation","Registering with IEFP: a plain-English explanation","employees and job seekers","medium","evergreen","none","registering","contrato de trabalho | emprego | salário | férias | desemprego","ACT, Segurança Social, IEFP, gov.pt, or Diário da República","1","annual_candidate"
"2027-04-25","11:30","2","identity_access","action","Keeping digital copies of Portuguese documents: a practical step-by-step checklist","new residents","medium","evergreen","none","keeping digital copies","NIF | NISS | Chave Móvel Digital | Portal das Finanças | Segurança Social Direta","gov.pt, Autoridade Tributária, Segurança Social, or Autenticação.gov as applicable","3","annual_candidate"
"2027-04-25","14:30","3","irs","edge_case","Foreign income and Anexo J: mistakes, exceptions and edge cases","people filing personal income tax","high","evergreen","none","foreign income anexo | Anexo J","IRS | Modelo 3 | e-Fatura | Anexo J | IRS Automático","Autoridade Tributária or Diário da República","1","annual_candidate"
"2027-04-25","18:00","4","health_family","audience","NEWS RESERVE — fallback: Parental-leave administration for individuals and families","individuals and families","medium","news_flex","breaking_news","arrendamento | contrato de arrendamento","SNS | centro de saúde | médico de família | nascimento | família","Official-source verification required; otherwise use fallback","4","annual_candidate"
"2027-04-25","21:00","5","immigration_residency","golden_tip","Long-term resident status: one golden tip and what to verify","international residents","high","evergreen","none","resident status","AIMA | autorização de residência | visto | reagrupamento familiar | CPLP","AIMA, gov.pt, Diário da República, or IRN as applicable","3","annual_candidate"
"2027-04-26","08:30","1","education_children","action","School calendar basics: a practical step-by-step checklist","families and students","medium","evergreen","none","matrículas | Portal das Matrículas | educação","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Direção-Geral da Educação, DGES, gov.pt, or Diário da República","2","annual_candidate"
"2027-04-26","11:30","2","freelance_business","edge_case","When to speak with a certified accountant: mistakes, exceptions and edge cases","freelancers and solo founders","high","evergreen","none","speak certified accountant","trabalhador independente | abrir atividade | recibos verdes | CAE | CIRS","Autoridade Tributária, Segurança Social, gov.pt, or Diário da República","2","annual_candidate"
"2027-04-26","14:30","3","banking_money","audience","Basic bank accounts for people managing money in Portugal","people managing money in Portugal","medium","evergreen","none","Banco de Portugal | IBAN | SEPA","Banco de Portugal | SEPA | conta bancária | IBAN | crédito","Banco de Portugal, European Central Bank, or gov.pt","1","annual_candidate"
"2027-04-26","18:00","4","daily_life_consumer","golden_tip","NEWS RESERVE — fallback: Building an emergency document folder: one golden tip and what to verify","everyone living in Portugal","low","news_flex","breaking_news","building emergency document","ePortugal | Livro de Reclamações | ANACOM | energia | telecomunicações","Official-source verification required; otherwise use fallback","3","annual_candidate"
"2027-04-26","21:00","5","iva","foundation","Invoicing a non-EU customer: a plain-English explanation","freelancers and small businesses","high","evergreen","none","invoicing customer","IVA | CIVA | artigo 53 | declaração periódica | VIES","Autoridade Tributária or Diário da República","3","annual_candidate"
"2027-04-27","08:30","1","immigration_residency","edge_case","Preparing for an AIMA appointment: mistakes, exceptions and edge cases","international residents","high","evergreen","none","AIMA | autorização de residência","AIMA | autorização de residência | visto | reagrupamento familiar | CPLP","AIMA, gov.pt, Diário da República, or IRN as applicable","1","annual_candidate"
"2027-04-27","11:30","2","social_security","audience","Employee Social Security deductions for workers and freelancers","workers and freelancers","high","evergreen","none","Segurança Social | declaração trimestral | contrato de trabalho | Código do Trabalho","Segurança Social | declaração trimestral | contribuições | NISS | desemprego","Segurança Social, gov.pt, or Diário da República","1","annual_candidate"
"2027-04-27","14:30","3","driving_transport","golden_tip","What IUC is: one golden tip and what to verify","drivers and commuters","medium","evergreen","none","IUC | Imposto Único de Circulação","IMT | carta de condução | IUC | veículo | Via Verde","IMT, Autoridade Tributária, gov.pt, or Diário da República","3","annual_candidate"
"2027-04-27","18:00","4","banking_money","foundation","NEWS RESERVE — fallback: Mortgage preparation: a plain-English explanation","people managing money in Portugal","medium","news_flex","breaking_news","mortgage preparation","Banco de Portugal | SEPA | conta bancária | IBAN | crédito","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-04-27","21:00","5","employment","action","Payslip basics: a practical step-by-step checklist","employees and job seekers","medium","evergreen","none","contrato de trabalho | Código do Trabalho","contrato de trabalho | emprego | salário | férias | desemprego","ACT, Segurança Social, IEFP, gov.pt, or Diário da República","1","annual_candidate"
"2027-04-28","08:30","1","iva","audience","Entering the normal IVA regime for freelancers and small businesses","freelancers and small businesses","high","evergreen","none","IVA | Imposto sobre o Valor Acrescentado","IVA | CIVA | artigo 53 | declaração periódica | VIES","Autoridade Tributária or Diário da República","1","annual_candidate"
"2027-04-28","11:30","2","employment","golden_tip","Holiday and Christmas allowances: one golden tip and what to verify","employees and job seekers","medium","evergreen","none","holiday christmas allowances","contrato de trabalho | emprego | salário | férias | desemprego","ACT, Segurança Social, IEFP, gov.pt, or Diário da República","1","annual_candidate"
"2027-04-28","14:30","3","identity_access","foundation","Recovering Portal das Finanças access: a plain-English explanation","new residents","medium","evergreen","none","recovering portal finanças | Portal das Finanças","NIF | NISS | Chave Móvel Digital | Portal das Finanças | Segurança Social Direta","gov.pt, Autoridade Tributária, Segurança Social, or Autenticação.gov as applicable","2","annual_candidate"
"2027-04-28","18:00","4","irs","action","NEWS RESERVE — fallback: Keeping an IRS submission receipt: a practical step-by-step checklist","people filing personal income tax","high","news_flex","breaking_news","IRS | Imposto sobre o Rendimento das Pessoas Singulares","IRS | Modelo 3 | e-Fatura | Anexo J | IRS Automático","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-04-28","21:00","5","health_family","edge_case","Using SNS 24: mistakes, exceptions and edge cases","individuals and families","medium","evergreen","none","using | SNS","SNS | centro de saúde | médico de família | nascimento | família","SNS, SNS 24, gov.pt, or Diário da República","1","annual_candidate"
"2027-04-29","08:30","1","housing_property","golden_tip","Condominium documents: one golden tip and what to verify","renters and property owners","high","evergreen","none","condominium documents","arrendamento | IMI | AIMI | IMT | imóvel | habitação","Autoridade Tributária, gov.pt, Diário da República, or the responsible municipality","1","annual_candidate"
"2027-04-29","11:30","2","education_children","foundation","School-enrolment documents: a plain-English explanation","families and students","medium","evergreen","none","matrículas | Portal das Matrículas | educação","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Direção-Geral da Educação, DGES, gov.pt, or Diário da República","4","annual_candidate"
"2027-04-29","14:30","3","freelance_business","action","Closing freelance activity: a practical step-by-step checklist","freelancers and solo founders","high","evergreen","none","closing freelance activity","trabalhador independente | abrir atividade | recibos verdes | CAE | CIRS","Autoridade Tributária, Segurança Social, gov.pt, or Diário da República","1","annual_candidate"
"2027-04-29","18:00","4","banking_money","edge_case","NEWS RESERVE — fallback: Variable versus fixed mortgage rates: mistakes, exceptions and edge cases","people managing money in Portugal","medium","news_flex","breaking_news","variable versus fixed","Banco de Portugal | SEPA | conta bancária | IBAN | crédito","Official-source verification required; otherwise use fallback","1","annual_candidate"
"2027-04-29","21:00","5","daily_life_consumer","audience","Changing electricity supplier for everyone living in Portugal","everyone living in Portugal","low","evergreen","none","changing electricity supplier","ePortugal | Livro de Reclamações | ANACOM | energia | telecomunicações","gov.pt, Direção-Geral do Consumidor, ANACOM, ERSE, or the responsible municipality","3","annual_candidate"
"2027-04-30","08:30","1","health_family","foundation","Registering a birth: a plain-English explanation","individuals and families","medium","evergreen","none","registering birth","SNS | centro de saúde | médico de família | nascimento | família","SNS, SNS 24, gov.pt, or Diário da República","3","annual_candidate"
"2027-04-30","11:30","2","immigration_residency","action","Long-term resident status: a practical step-by-step checklist","international residents","high","evergreen","none","resident status","AIMA | autorização de residência | visto | reagrupamento familiar | CPLP","AIMA, gov.pt, Diário da República, or IRN as applicable","2","annual_candidate"
"2027-04-30","14:30","3","social_security","edge_case","Income included in a quarterly declaration: mistakes, exceptions and edge cases","workers and freelancers","high","evergreen","none","Segurança Social | declaração trimestral","Segurança Social | declaração trimestral | contribuições | NISS | desemprego","Segurança Social, gov.pt, or Diário da República","1","annual_candidate"
"2027-04-30","18:00","4","driving_transport","audience","NEWS RESERVE — fallback: Public-transport passes for drivers and commuters","drivers and commuters","medium","news_flex","breaking_news","public transport passes","IMT | carta de condução | IUC | veículo | Via Verde","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-04-30","21:00","5","education_children","golden_tip","School calendar basics: one golden tip and what to verify","families and students","medium","evergreen","none","matrículas | Portal das Matrículas | educação","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Direção-Geral da Educação, DGES, gov.pt, or Diário da República","3","annual_candidate"
"2027-05-01","08:30","1","daily_life_consumer","action","Building an emergency document folder: a practical step-by-step checklist","everyone living in Portugal","low","evergreen","none","building emergency document","ePortugal | Livro de Reclamações | ANACOM | energia | telecomunicações","gov.pt, Direção-Geral do Consumidor, ANACOM, ERSE, or the responsible municipality","1","annual_candidate"
"2027-05-01","11:30","2","iva","edge_case","Reverse charge wording: mistakes, exceptions and edge cases","freelancers and small businesses","high","evergreen","none","reverse charge wording","IVA | CIVA | artigo 53 | declaração periódica | VIES","Autoridade Tributária or Diário da República","2","annual_candidate"
"2027-05-01","14:30","3","employment","audience","Ending an employment contract for employees and job seekers","employees and job seekers","medium","evergreen","none","contrato de trabalho | Código do Trabalho","contrato de trabalho | emprego | salário | férias | desemprego","ACT, Segurança Social, IEFP, gov.pt, or Diário da República","2","annual_candidate"
"2027-05-01","18:00","4","identity_access","golden_tip","NEWS RESERVE — fallback: Getting a NIF as a resident: one golden tip and what to verify","new residents","medium","news_flex","breaking_news","NIF | número de identificação fiscal","NIF | NISS | Chave Móvel Digital | Portal das Finanças | Segurança Social Direta","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-05-01","21:00","5","irs","foundation","Checking household information before IRS: a plain-English explanation","people filing personal income tax","high","evergreen","none","IRS | Imposto sobre o Rendimento das Pessoas Singulares","IRS | Modelo 3 | e-Fatura | Anexo J | IRS Automático","Autoridade Tributária or Diário da República","1","annual_candidate"
"2027-05-02","08:30","1","citizenship_civil","edge_case","Citizenship scams and unrealistic promises: mistakes, exceptions and edge cases","residents building a long-term life","high","evergreen","none","citizenship scams unrealistic","IRN | cidadania | nacionalidade | registo civil | Nascer Cidadão","IRN, gov.pt, or Diário da República","1","annual_candidate"
"2027-05-02","11:30","2","housing_property","audience","What IMI is for renters and property owners","renters and property owners","high","evergreen","none","IMI | Imposto Municipal sobre Imóveis | arrendamento | contrato de arrendamento","arrendamento | IMI | AIMI | IMT | imóvel | habitação","Autoridade Tributária, gov.pt, Diário da República, or the responsible municipality","1","annual_candidate"
"2027-05-02","14:30","3","education_children","golden_tip","Applying to Portuguese higher education: one golden tip and what to verify","families and students","medium","evergreen","none","matrículas | Portal das Matrículas | educação","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Direção-Geral da Educação, DGES, gov.pt, or Diário da República","2","annual_candidate"
"2027-05-02","18:00","4","daily_life_consumer","foundation","NEWS RESERVE — fallback: Using ePortugal to find public services: a plain-English explanation","everyone living in Portugal","low","news_flex","breaking_news","using eportugal public | ePortugal","ePortugal | Livro de Reclamações | ANACOM | energia | telecomunicações","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-05-02","21:00","5","banking_money","action","Direct debits: a practical step-by-step checklist","people managing money in Portugal","medium","evergreen","none","direct debits","Banco de Portugal | SEPA | conta bancária | IBAN | crédito","Banco de Portugal, European Central Bank, or gov.pt","2","annual_candidate"
"2027-05-03","08:30","1","irs","audience","Tax deductions versus tax credits for people filing personal income tax","people filing personal income tax","high","evergreen","none","IRS | Imposto sobre o Rendimento das Pessoas Singulares","IRS | Modelo 3 | e-Fatura | Anexo J | IRS Automático","Autoridade Tributária or Diário da República","1","annual_candidate"
"2027-05-03","11:30","2","health_family","golden_tip","Registering at a health centre: one golden tip and what to verify","individuals and families","medium","evergreen","none","registering health centre","SNS | centro de saúde | médico de família | nascimento | família","SNS, SNS 24, gov.pt, or Diário da República","3","annual_candidate"
"2027-05-03","14:30","3","immigration_residency","foundation","Residence title versus EU registration certificate: a plain-English explanation","international residents","high","evergreen","none","AIMA | autorização de residência","AIMA | autorização de residência | visto | reagrupamento familiar | CPLP","AIMA, gov.pt, Diário da República, or IRN as applicable","3","annual_candidate"
"2027-05-03","18:00","4","identity_access","action","NEWS RESERVE — fallback: Getting a NIF before moving: a practical step-by-step checklist","new residents","medium","news_flex","breaking_news","NIF | número de identificação fiscal","NIF | NISS | Chave Móvel Digital | Portal das Finanças | Segurança Social Direta","Official-source verification required; otherwise use fallback","3","annual_candidate"
"2027-05-03","21:00","5","driving_transport","edge_case","Registering an imported vehicle: mistakes, exceptions and edge cases","drivers and commuters","medium","evergreen","none","registering imported vehicle","IMT | carta de condução | IUC | veículo | Via Verde","IMT, Autoridade Tributária, gov.pt, or Diário da República","3","annual_candidate"
"2027-05-04","08:30","1","banking_money","golden_tip","Opening a Portuguese bank account: one golden tip and what to verify","people managing money in Portugal","medium","evergreen","none","Banco de Portugal | IBAN | SEPA","Banco de Portugal | SEPA | conta bancária | IBAN | crédito","Banco de Portugal, European Central Bank, or gov.pt","2","annual_candidate"
"2027-05-04","11:30","2","daily_life_consumer","foundation","Reading an electricity bill: a plain-English explanation","everyone living in Portugal","low","evergreen","none","reading electricity","ePortugal | Livro de Reclamações | ANACOM | energia | telecomunicações","gov.pt, Direção-Geral do Consumidor, ANACOM, ERSE, or the responsible municipality","2","annual_candidate"
"2027-05-04","14:30","3","iva","action","Monitoring the IVA exemption threshold: a practical step-by-step checklist","freelancers and small businesses","high","evergreen","none","IVA | Imposto sobre o Valor Acrescentado","IVA | CIVA | artigo 53 | declaração periódica | VIES","Autoridade Tributária or Diário da República","3","annual_candidate"
"2027-05-04","18:00","4","employment","edge_case","NEWS RESERVE — fallback: Gross salary versus take-home pay: mistakes, exceptions and edge cases","employees and job seekers","medium","news_flex","breaking_news","gross salary versus","contrato de trabalho | emprego | salário | férias | desemprego","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-05-04","21:00","5","identity_access","audience","Confirming email and mobile contacts on Finanças for new residents","new residents","medium","evergreen","none","confirming email mobile","NIF | NISS | Chave Móvel Digital | Portal das Finanças | Segurança Social Direta","gov.pt, Autoridade Tributária, Segurança Social, or Autenticação.gov as applicable","3","annual_candidate"
"2027-05-05","08:30","1","driving_transport","foundation","Public-transport passes: a plain-English explanation","drivers and commuters","medium","evergreen","none","public transport passes","IMT | carta de condução | IUC | veículo | Via Verde","IMT, Autoridade Tributária, gov.pt, or Diário da República","2","annual_candidate"
"2027-05-05","11:30","2","citizenship_civil","action","Apostilles and foreign documents: a practical step-by-step checklist","residents building a long-term life","high","evergreen","none","apostilles foreign documents","IRN | cidadania | nacionalidade | registo civil | Nascer Cidadão","IRN, gov.pt, or Diário da República","2","annual_candidate"
"2027-05-05","14:30","3","housing_property","edge_case","Updating property ownership records: mistakes, exceptions and edge cases","renters and property owners","high","evergreen","none","updating property ownership","arrendamento | IMI | AIMI | IMT | imóvel | habitação","Autoridade Tributária, gov.pt, Diário da República, or the responsible municipality","1","annual_candidate"
"2027-05-05","18:00","4","education_children","audience","NEWS RESERVE — fallback: Renewing school enrolment for families and students","families and students","medium","news_flex","breaking_news","matrículas | Portal das Matrículas | educação","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-05-05","21:00","5","health_family","golden_tip","S1 healthcare registration: one golden tip and what to verify","individuals and families","medium","evergreen","none","healthcare registration","SNS | centro de saúde | médico de família | nascimento | família","SNS, SNS 24, gov.pt, or Diário da República","2","annual_candidate"
"2027-05-06","08:30","1","identity_access","action","Using gov.pt authentication: a practical step-by-step checklist","new residents","medium","evergreen","none","using authentication","NIF | NISS | Chave Móvel Digital | Portal das Finanças | Segurança Social Direta","gov.pt, Autoridade Tributária, Segurança Social, or Autenticação.gov as applicable","2","annual_candidate"
"2027-05-06","11:30","2","irs","edge_case","Correcting an IRS return: mistakes, exceptions and edge cases","people filing personal income tax","high","evergreen","none","IRS | Imposto sobre o Rendimento das Pessoas Singulares","IRS | Modelo 3 | e-Fatura | Anexo J | IRS Automático","Autoridade Tributária or Diário da República","2","annual_candidate"
"2027-05-06","14:30","3","health_family","audience","Registering a birth for individuals and families","individuals and families","medium","evergreen","none","registering birth","SNS | centro de saúde | médico de família | nascimento | família","SNS, SNS 24, gov.pt, or Diário da República","3","annual_candidate"
"2027-05-06","18:00","4","immigration_residency","golden_tip","NEWS RESERVE — fallback: CPLP residence documentation: one golden tip and what to verify","international residents","high","news_flex","breaking_news","AIMA | autorização de residência | CPLP","AIMA | autorização de residência | visto | reagrupamento familiar | CPLP","Official-source verification required; otherwise use fallback","3","annual_candidate"
"2027-05-06","21:00","5","driving_transport","foundation","What IUC is: a plain-English explanation","drivers and commuters","medium","evergreen","none","IUC | Imposto Único de Circulação","IMT | carta de condução | IUC | veículo | Via Verde","IMT, Autoridade Tributária, gov.pt, or Diário da República","1","annual_candidate"
"2027-05-07","08:30","1","freelance_business","edge_case","Invoicing foreign clients: mistakes, exceptions and edge cases","freelancers and solo founders","high","evergreen","none","invoicing foreign clients","trabalhador independente | abrir atividade | recibos verdes | CAE | CIRS","Autoridade Tributária, Segurança Social, gov.pt, or Diário da República","2","annual_candidate"
"2027-05-07","11:30","2","banking_money","audience","MB WAY basics for people managing money in Portugal","people managing money in Portugal","medium","evergreen","none","basics","Banco de Portugal | SEPA | conta bancária | IBAN | crédito","Banco de Portugal, European Central Bank, or gov.pt","2","annual_candidate"
"2027-05-07","14:30","3","daily_life_consumer","golden_tip","Official email and SMS scam checks: one golden tip and what to verify","everyone living in Portugal","low","evergreen","none","official email checks","ePortugal | Livro de Reclamações | ANACOM | energia | telecomunicações","gov.pt, Direção-Geral do Consumidor, ANACOM, ERSE, or the responsible municipality","2","annual_candidate"
"2027-05-07","18:00","4","iva","foundation","NEWS RESERVE — fallback: Checking a customer in VIES: a plain-English explanation","freelancers and small businesses","high","news_flex","breaking_news","checking customer | VIES","IVA | CIVA | artigo 53 | declaração periódica | VIES","Official-source verification required; otherwise use fallback","3","annual_candidate"
"2027-05-07","21:00","5","employment","action","Public holidays and work: a practical step-by-step checklist","employees and job seekers","medium","evergreen","none","public holidays","contrato de trabalho | emprego | salário | férias | desemprego","ACT, Segurança Social, IEFP, gov.pt, or Diário da República","3","annual_candidate"
"2027-05-08","08:30","1","social_security","audience","Voluntary Social Security for workers and freelancers","workers and freelancers","high","evergreen","none","Segurança Social | declaração trimestral","Segurança Social | declaração trimestral | contribuições | NISS | desemprego","Segurança Social, gov.pt, or Diário da República","1","annual_candidate"
"2027-05-08","11:30","2","driving_transport","golden_tip","ISV basics: one golden tip and what to verify","drivers and commuters","medium","evergreen","none","basics","IMT | carta de condução | IUC | veículo | Via Verde","IMT, Autoridade Tributária, gov.pt, or Diário da República","1","annual_candidate"
"2027-05-08","14:30","3","citizenship_civil","foundation","Nascer Cidadão service: a plain-English explanation","residents building a long-term life","high","evergreen","none","nascer cidadão service | Nascer Cidadão","IRN | cidadania | nacionalidade | registo civil | Nascer Cidadão","IRN, gov.pt, or Diário da República","3","annual_candidate"
"2027-05-08","18:00","4","education_children","action","NEWS RESERVE — fallback: Recognising foreign school records: a practical step-by-step checklist","families and students","medium","news_flex","breaking_news","matrículas | Portal das Matrículas | educação","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-05-08","21:00","5","education_children","edge_case","Automatic versus specific degree recognition: mistakes, exceptions and edge cases","families and students","medium","evergreen","none","automatic versus specific","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Direção-Geral da Educação, DGES, gov.pt, or Diário da República","4","annual_candidate"
"2027-05-09","08:30","1","employment","golden_tip","Gross salary versus take-home pay: one golden tip and what to verify","employees and job seekers","medium","evergreen","none","gross salary versus","contrato de trabalho | emprego | salário | férias | desemprego","ACT, Segurança Social, IEFP, gov.pt, or Diário da República","1","annual_candidate"
"2027-05-09","11:30","2","identity_access","foundation","What a NISS is: a plain-English explanation","new residents","medium","evergreen","none","NISS | número de identificação da segurança social","NIF | NISS | Chave Móvel Digital | Portal das Finanças | Segurança Social Direta","gov.pt, Autoridade Tributária, Segurança Social, or Autenticação.gov as applicable","3","annual_candidate"
"2027-05-09","14:30","3","irs","action","Understanding an IRS refund: a practical step-by-step checklist","people filing personal income tax","high","evergreen","none","IRS | Imposto sobre o Rendimento das Pessoas Singulares","IRS | Modelo 3 | e-Fatura | Anexo J | IRS Automático","Autoridade Tributária or Diário da República","1","annual_candidate"
"2027-05-09","18:00","4","health_family","edge_case","NEWS RESERVE — fallback: Registering at a health centre: mistakes, exceptions and edge cases","individuals and families","medium","news_flex","breaking_news","registering health centre","SNS | centro de saúde | médico de família | nascimento | família","Official-source verification required; otherwise use fallback","4","annual_candidate"
"2027-05-09","21:00","5","immigration_residency","audience","Visa versus residence permit for international residents","international residents","high","evergreen","none","AIMA | autorização de residência","AIMA | autorização de residência | visto | reagrupamento familiar | CPLP","AIMA, gov.pt, Diário da República, or IRN as applicable","3","annual_candidate"
"2027-05-10","08:30","1","education_children","foundation","Enrolling a child in a Portuguese school: a plain-English explanation","families and students","medium","evergreen","none","matrículas | Portal das Matrículas | educação","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Direção-Geral da Educação, DGES, gov.pt, or Diário da República","2","annual_candidate"
"2027-05-10","11:30","2","freelance_business","action","Correcting a Portuguese invoice: a practical step-by-step checklist","freelancers and solo founders","high","evergreen","none","correcting invoice","trabalhador independente | abrir atividade | recibos verdes | CAE | CIRS","Autoridade Tributária, Segurança Social, gov.pt, or Diário da República","2","annual_candidate"
"2027-05-10","14:30","3","banking_money","edge_case","Mortgage preparation: mistakes, exceptions and edge cases","people managing money in Portugal","medium","evergreen","none","mortgage preparation","Banco de Portugal | SEPA | conta bancária | IBAN | crédito","Banco de Portugal, European Central Bank, or gov.pt","1","annual_candidate"
"2027-05-10","18:00","4","daily_life_consumer","audience","NEWS RESERVE — fallback: Using the electronic complaints book for everyone living in Portugal","everyone living in Portugal","low","news_flex","breaking_news","Livro de Reclamações | Direção-Geral do Consumidor","ePortugal | Livro de Reclamações | ANACOM | energia | telecomunicações","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-05-10","21:00","5","iva","golden_tip","Article 53 IVA exemption: one golden tip and what to verify","freelancers and small businesses","high","evergreen","none","IVA | Imposto sobre o Valor Acrescentado","IVA | CIVA | artigo 53 | declaração periódica | VIES","Autoridade Tributária or Diário da República","3","annual_candidate"
"2027-05-11","08:30","1","immigration_residency","action","D3 highly qualified route: a practical step-by-step checklist","international residents","high","evergreen","none","highly qualified route","AIMA | autorização de residência | visto | reagrupamento familiar | CPLP","AIMA, gov.pt, Diário da República, or IRN as applicable","1","annual_candidate"
"2027-05-11","11:30","2","social_security","edge_case","First-year Social Security treatment: mistakes, exceptions and edge cases","workers and freelancers","high","evergreen","none","Segurança Social | declaração trimestral","Segurança Social | declaração trimestral | contribuições | NISS | desemprego","Segurança Social, gov.pt, or Diário da República","2","annual_candidate"
"2027-05-11","14:30","3","driving_transport","audience","Selling a vehicle safely for drivers and commuters","drivers and commuters","medium","evergreen","none","selling vehicle safely","IMT | carta de condução | IUC | veículo | Via Verde","IMT, Autoridade Tributária, gov.pt, or Diário da República","3","annual_candidate"
"2027-05-11","18:00","4","banking_money","golden_tip","NEWS RESERVE — fallback: Documents banks request: one golden tip and what to verify","people managing money in Portugal","medium","news_flex","breaking_news","Banco de Portugal | IBAN | SEPA","Banco de Portugal | SEPA | conta bancária | IBAN | crédito","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-05-11","21:00","5","employment","foundation","Ending an employment contract: a plain-English explanation","employees and job seekers","medium","evergreen","none","contrato de trabalho | Código do Trabalho","contrato de trabalho | emprego | salário | férias | desemprego","ACT, Segurança Social, IEFP, gov.pt, or Diário da República","1","annual_candidate"
"2027-05-12","08:30","1","iva","edge_case","Checking a customer in VIES: mistakes, exceptions and edge cases","freelancers and small businesses","high","evergreen","none","checking customer | VIES","IVA | CIVA | artigo 53 | declaração periódica | VIES","Autoridade Tributária or Diário da República","1","annual_candidate"
"2027-05-12","11:30","2","employment","audience","Sick leave steps for employees and job seekers","employees and job seekers","medium","evergreen","none","contrato de trabalho | Código do Trabalho","contrato de trabalho | emprego | salário | férias | desemprego","ACT, Segurança Social, IEFP, gov.pt, or Diário da República","1","annual_candidate"
"2027-05-12","14:30","3","identity_access","golden_tip","What a Portuguese NIF is: one golden tip and what to verify","new residents","medium","evergreen","none","NIF | número de identificação fiscal","NIF | NISS | Chave Móvel Digital | Portal das Finanças | Segurança Social Direta","gov.pt, Autoridade Tributária, Segurança Social, or Autenticação.gov as applicable","2","annual_candidate"
"2027-05-12","18:00","4","irs","foundation","NEWS RESERVE — fallback: Preparing for IRS season: a plain-English explanation","people filing personal income tax","high","news_flex","breaking_news","IRS | Imposto sobre o Rendimento das Pessoas Singulares","IRS | Modelo 3 | e-Fatura | Anexo J | IRS Automático","Official-source verification required; otherwise use fallback","2","annual_candidate"
"2027-05-12","21:00","5","health_family","action","Registering a birth: a practical step-by-step checklist","individuals and families","medium","evergreen","none","registering birth","SNS | centro de saúde | médico de família | nascimento | família","SNS, SNS 24, gov.pt, or Diário da República","1","annual_candidate"
"2027-05-13","08:30","1","housing_property","audience","Proof of address for renters for renters and property owners","renters and property owners","high","evergreen","none","arrendamento | contrato de arrendamento","arrendamento | IMI | AIMI | IMT | imóvel | habitação","Autoridade Tributária, gov.pt, Diário da República, or the responsible municipality","1","annual_candidate"
"2027-05-13","11:30","2","education_children","golden_tip","School calendar basics: one golden tip and what to verify","families and students","medium","evergreen","none","matrículas | Portal das Matrículas | educação","matrícula escolar | educação | equivalência | reconhecimento | MEGA","Direção-Geral da Educação, DGES, gov.pt, or Diário da República","4","annual_candidate"
"2027-05-13","14:30","3","freelance_business","foundation","Invoicing foreign clients: a plain-English explanation","freelancers and solo founders","high","evergreen","none","invoicing foreign clients","trabalhador independente | abrir atividade | recibos verdes | CAE | CIRS","Autoridade Tributária, Segurança Social, gov.pt, or Diário da República","1","annual_candidate"
"2027-05-13","18:00","4","banking_money","action","NEWS RESERVE — fallback: Understanding Portuguese IBANs: a practical step-by-step checklist","people managing money in Portugal","medium","news_flex","breaking_news","Banco de Portugal | IBAN | SEPA","Banco de Portugal | SEPA | conta bancária | IBAN | crédito","Official-source verification required; otherwise use fallback","1","annual_candidate"
"2027-05-13","21:00","5","daily_life_consumer","edge_case","Moving house administration checklist: mistakes, exceptions and edge cases","everyone living in Portugal","low","evergreen","none","moving house administration","ePortugal | Livro de Reclamações | ANACOM | energia | telecomunicações","gov.pt, Direção-Geral do Consumidor, ANACOM, ERSE, or the responsible municipality","3","annual_candidate"
"2027-05-14","08:30","1","health_family","golden_tip","Getting an SNS user number: one golden tip and what to verify","individuals and families","medium","evergreen","none","getting number | SNS","SNS | centro de saúde | médico de família | nascimento | família","SNS, SNS 24, gov.pt, or Diário da República","3","annual_candidate"
"2027-05-14","11:30","2","immigration_residency","foundation","Visa versus residence permit: a plain-English explanation","international residents","high","evergreen","none","AIMA | autorização de residência","AIMA | autorização de residência | visto | reagrupamento familiar | CPLP","AIMA, gov.pt, Diário da República, or IRN as applicable","2","annual_candidate"
